NAME,LNG,LAT
West Humber River Trail,-79.57911068,43.72705366
Humber River Trail,-79.51493017,43.67189786
Gatineau Trail,-79.29932061,43.72998042
Highland Creek Trail,-79.16169287,43.77374315
High Park Trail,-79.45753258,43.64460671
Martin Goodman Trail,-79.31252763,43.66159485
Taylor Creek Trail,-79.31306982,43.70270713
David A Balfour Park Trail,-79.38802153,43.68465934
Ramsden Park Trail,-79.38957283,43.6770386
Mimico Creek Trail,-79.56397689,43.66664757
Humber River Trail,-79.53895514,43.71020613
East Don River Trail,-79.36432742,43.77337619
Colonel Sam Smith Park Trail,-79.51297705,43.59906991
West Don River Trail,-79.34160115,43.70450605
Humber Creek Trail,-79.54981358,43.68828054
East Don River Trail,-79.32937132,43.73852963
Berner Trail Park Trail,-79.22207712,43.80072642
Humber River Trail,-79.49022202,43.65160726
Finch Trail,-79.29489052,43.81378571
Duncan Creek Trail,-79.36364509,43.80446134
Moccasin Trail,-79.3402858,43.73303246
Elizabeth Simcoe Park Trail,-79.20591646,43.74048514
Natal Park Trail,-79.25729399,43.71196523
West Highland Creek Trail,-79.26032059,43.7602019
WicksonTrail Park Trail,-79.21631441,43.80437087
West Highland Creek Trail,-79.30658106,43.80099886
L'Amoreaux Trail,-79.32377406,43.80570794
Finch Trail,-79.47979113,43.76987983
90 MORNINGSIDE AVE PARK,-79.183089,43.75742078
ABBOTSFORD PARK,-79.4215953,43.77068735
ACACIA PARK,-79.54120842,43.71992836
ADAM BECK COMMUNITY CENTRE,-79.28894172,43.68331728
ADAMS PARK,-79.14577612,43.79217887
ADANAC PARKETTE,-79.22852131,43.73887973
ADDINGTON GREENBELT,-79.42714224,43.75931285
ADULT LEARNING CENTRE,-79.29520455,43.69185379
AGINCOURT PARK,-79.2749214,43.78826846
AGNES MCPHAIL SQUARE,-79.34759846,43.68555388
AILSA CRAIG PARKETTE,-79.44817544,43.77545576
ALAMOSA PARK,-79.36956139,43.78109694
ALAN/OXFORD PARKETTE,-79.50577587,43.6211577
ALBERT CAMPBELL SQUARE,-79.25653526,43.77312048
ALBERT CROSLAND PARKETTE,-79.43994719,43.64075063
ALBERT STANDING PARK,-79.41317533,43.76047353
ALBION ARENA,-79.58267105,43.7395198
ALBION GARDENS PARK,-79.5589205,43.73965276
ALDERWOOD MEMORIAL PARK,-79.54437313,43.60547282
ALDWYCH PARK,-79.34123451,43.68504582
ALEX MARCHETTI PARK,-79.54103378,43.69536741
ALEX MURRAY PARKETTE,-79.38275799,43.67828233
ALEX WILSON,-79.40066679,43.64731743
ALEXANDER MUIR MEMORIAL GARDENS,-79.40038984,43.72112794
ALEXANDER PARK,-79.48834919,43.61880425
ALEXANDER STREET PARKETTE,-79.38280761,43.66341345
ALEXANDRA PARK,-79.40425875,43.65067396
ALEXMUIR PARK,-79.28298119,43.80929477
ALICEWOOD CRT ISLAND C,-79.59481745,43.72805415
ALICEWOOD CRT ISLAND N,-79.59521667,43.72894059
ALICEWOOD CRT ISLAND S,-79.59440919,43.72717041
ALLAN A LAMPORT STADIUM,-79.42318801,43.63877784
ALLAN GARDENS,-79.37433555,43.66189758
ALLANHURST PARK,-79.52553866,43.678552
ALOTMENT GARDEN PARKETTE,-79.52241511,43.62955841
AMBERDALE RAVINE,-79.25276406,43.76231668
AMBROSE PARKETTE,-79.37077559,43.77080118
AMES PARK,-79.36683905,43.75136879
AMESBURY PARK,-79.48342574,43.70619507
AMOS WAITES PARK,-79.48831882,43.61335475
AMSTERDAM SQUARE,-79.40106404,43.68701915
ANCASTER PARK,-79.4655085,43.73343383
ANCONA PARK,-79.43820708,43.77645122
ANETA CIRCLE PARKETTE,-79.40433985,43.79477679
ANEWAN GREENBELT,-79.32119262,43.72410345
ANNETTE RECREATION CENTRE,-79.47299925,43.65970639
ANNIVERSARY PARK,-79.36743372,43.66211232
ANSON PARK,-79.23984771,43.72720294
ANTHONY ROAD SCHOOL PARK,-79.4678323,43.72736359
ANTIBES PARK,-79.44797765,43.77917972
APTED PARK,-79.57706607,43.75551282
ARENA GARDENS,-79.37557058,43.65588695
ARLINGTON PARKETTE,-79.43341794,43.69145185
ARMOUR HEIGHTS COMMUNITY CENTRE,-79.42205451,43.73921116
ARSANDCO PARK,-79.26825167,43.74858624
ART EGGLETON PARK,-79.41816344,43.65895815
ARTHUR DYSON PARKETTE,-79.35024052,43.6963835
ASHBRIDGE'S BAY PARK,-79.30953214,43.65867466
ASHTONBEE RESERVOIR,-79.29556961,43.73027172
ASQUITH GREEN PARK,-79.38435515,43.67195658
ASTERFIELD/PLUMROSE BOULEVARD PARKETTE,-79.17479421,43.77471707
AUDRELANE PARK,-79.28873839,43.82244545
AUSTIN TERRACE BOULEVARD LANDS,-79.41100219,43.67825058
AVALON PARK,-79.26353809,43.69248114
AVONDALE PARK,-79.40749621,43.75740651
AVRO PARK,-79.46172518,43.73626581
AYLESBURY ROAD CUL-DE-SAC,-79.53535667,43.66596063
BABY POINT CLUB (PRIVATE),-79.49438242,43.65675623
BAIRD PARK,-79.46259627,43.66238722
BAKERTON PARKETTE,-79.22283029,43.74664255
BALCARRA PARKETTE,-79.22725567,43.72576825
BALLIOL PARKETTE,-79.39447769,43.69802982
BALMORAL PARK,-79.44988907,43.74487192
BALMY BEACH,-79.28736372,43.66961941
BALMY BEACH COMMUNITY RECREATION CENTRE,-79.2902217,43.67644341
BAMBURGH PARK,-79.3286642,43.8148379
BANBURY COMMUNITY CENTRE,-79.36987672,43.74278261
BANTING PARK,-79.45930343,43.74901029
BARBARA FRUM COMMUNITY CENTRE,-79.43215526,43.72080779
BARKDENE PARK,-79.23413092,43.71685965
BARTLETT PARKETTE,-79.43634737,43.67036017
BARTLEY PARK,-79.30863932,43.72243971
BASSWOOD PARKETTE,-79.4196343,43.77381696
BATHURST QUAY WATERS EDGE,-79.39681708,43.63457049
BATHURST ST SLOPES,-79.42561465,43.70228436
BATHURST/WILSON PARKETTE,-79.43322479,43.7370449
BAYCREST PARK,-79.44531637,43.72718598
BAYHAMPTON PARKETTE,-79.45761351,43.76838791
BAYSHILL DR BOULEVARD,-79.50801091,43.63581084
BAYVIEW ARENA PARK,-79.39389514,43.78797962
BAYVIEW AVE,-79.37894166,43.71991488
BAYVIEW VILLAGE PARK,-79.38726597,43.77303407
BAYVIEW/YORK MILLS PARKETTE,-79.38373166,43.7491943
BEACHES RECREATION CENTRE,-79.29878836,43.67401568
BEATY AVENUE PARKETTE,-79.44109164,43.638416
BEATY BOULEVARD PARK,-79.44423747,43.63767349
BEAUMONDE HEIGHTS PARK,-79.57449712,43.74082189
BEAUMONT PARK,-79.37322892,43.67966696
BEAVER LIGHTBOURN PARKETTE,-79.44398757,43.67108342
BEDFORD PARKETTE,-79.42061081,43.72342009
BEECHGROVE RAVINE,-79.16088806,43.76830059
BEECROFT PARK,-79.41640314,43.76771834
BELL MANOR PARK,-79.49237671,43.63753556
BELLAMY ROAD TOT LOT,-79.22858309,43.74029964
BELLBURY PARK,-79.36130579,43.78367648
BELLEVUE SQUARE,-79.40233074,43.65351745
BELMAR PARK,-79.50953739,43.73183364
BELMONT PARKETTE,-79.39248416,43.67472007
BEMERSYDE DRIVE CUL-DE-SAC,-79.54393492,43.67707562
BEN NOBLEMAN PARK,-79.43521484,43.6984817
BENDALE PARK,-79.24447516,43.75690505
BENJAMIN BOAKE GREENBELT,-79.49637643,43.74395158
BENNER PARK,-79.44019695,43.7066751
BENNETT PARK,-79.46751076,43.6537653
BENNINGTON HEIGHTS,-79.3695691,43.69501325
BERCZY PARK,-79.37523742,43.64806145
BERESFORD PARK,-79.4798891,43.65618541
BERNARD AVENUE ROAD ALLOWANCE,-79.39666751,43.67399843
BERNER TRAIL PARK,-79.22269702,43.80150259
BERRY ROAD PARK,-79.50144377,43.6341275
BERT ROBINSON PARK,-79.46134083,43.68785167
BESSARION PARKETTE,-79.3771106,43.76882747
BESTVIEW PARK,-79.38361482,43.80259569
BETHUNE PARK,-79.20986986,43.74357734
BETTY SUTHERLAND TRAIL,-79.35179297,43.76455136
BEVERLY GLEN PARK,-79.32496446,43.7983311
BICKFORD PARK,-79.4187699,43.66106712
BILL HANCOX PARK,-79.13913395,43.77816816
BILL JOHNSTON PARK,-79.41374185,43.64010297
BILSTON COURT CUL-DE-SAC,-79.54735359,43.66717652
BIRCH PARK,-79.52742186,43.59168932
BIRCHCREST PARK,-79.32179443,43.79865801
BIRCHMOUNT PARK,-79.26066981,43.69600615
BIRCHVIEW BOULEVARD PARKETTE,-79.51530792,43.64750291
BIRKDALE COMMUNITY CENTRE,-79.26410273,43.76857133
BIRKDALE RAVINE,-79.2626952,43.76367075
BIRUNTHAN PARK,-79.22558248,43.8227429
BISHOP ALLOTMENT GARDENS,-79.40122032,43.78544901
BISHOP PARK,-79.41253519,43.78189385
BISSET PARK,-79.5545467,43.6089373
BLACK CREEK PARKLAND,-79.50952054,43.76562484
BLACK CREEK SITE EAST,-79.48506947,43.67669844
BLACK CREEK SITE WEST,-79.49200753,43.67543662
BLACKFRIAR PARK,-79.56237754,43.69497765
BLANTYRE PARK,-79.28069313,43.683073
BLOOR GLADSTONE PUBLIC LIBRARY,-79.43412737,43.65989262
BLOOR/BEDFORD PARKETTE,-79.3980307,43.6680895
BLOOR/PARLIAMENT PARKETTE,-79.3698755,43.67198509
BLOORDALE PARK,-79.57295044,43.6386021
BLUE RIDGE PARK,-79.37534491,43.77462492
BLUEHAVEN PARK,-79.55595312,43.7451535
BLUFFER'S PARK,-79.23339099,43.70936177
BLYTHDALE GREENBELT,-79.38438992,43.71957501
BLYTHWOOD RAVINE PARK,-79.39447061,43.71915746
BOB HUNTER GREENSPACE,-79.16169415,43.80046445
BOBBIE ROSENFELD PARK,-79.38724918,43.64159335
BOLGER PLACE CUL-DE-SAC,-79.57388247,43.72483415
BOND PARK,-79.35125314,43.74642398
BOSWELL PARKETTE,-79.39592854,43.67262128
BOTANY HILL PARK,-79.21177464,43.77808577
BOULTON DRIVE PARKETTE,-79.40326981,43.67776516
BOWAN COURT PARKETTE,-79.39250513,43.79565929
BOYINGTON PROPERTY,-79.27001848,43.81697061
BRAMBER WOODS PARK,-79.16683066,43.78879864
BRATTY PARK,-79.49598196,43.757358
BREADALBANE PARK,-79.38595218,43.66387596
BRENDWIN CIRCLE,-79.50155076,43.67894203
BRIAR HILL CHAPLIN PARKETTE,-79.4259886,43.70843994
BRIAR HILL PARKETTE,-79.41140978,43.71150937
BRIARCREST PARK,-79.58192194,43.66629683
BRIDLETOWNE PARK,-79.31298019,43.8003456
BRIDLEWOOD PARK,-79.31624337,43.78292687
BRIGHT STREET PLAYGROUND,-79.35972377,43.65621174
BRIMLEY WOODS,-79.276721,43.80867367
BRISTOL AVENUE PARKETTE,-79.4380801,43.67054058
BROADACRES PARK,-79.56926326,43.64705612
BROADLANDS PARK,-79.32129571,43.74592208
BROADVIEW SUBWAY STATION PARKETTE,-79.35830781,43.67717009
BROOKBANKS PARK,-79.32851036,43.75578254
BROOKDALE PARK,-79.41883154,43.72647937
BROOKFIELD PARK,-79.40079035,43.74096942
BROOKS ROAD,-79.20663038,43.79157173
BROOKWELL PARK,-79.48997032,43.74589396
BRUCE MACKEY PARK,-79.34574805,43.66218603
BRUNSWICK/COLLEGE PARKETTE,-79.40399072,43.65747424
BUDAPEST PARK,-79.44933078,43.63686663
BUDD SUGARMAN PARK,-79.38864754,43.6760127
BURNETT PARK,-79.43289978,43.75995549
BURNHAMILL PARK,-79.58563768,43.64209357
BURNHAMTHORPE RD ISLAND,-79.53398957,43.65055392
BURNSIDE DR BOULEVARD,-79.41649258,43.67805146
BURROWS HALL PARK,-79.22650424,43.79339643
BUTTONWOOD PARK,-79.52089699,43.68205145
BYNG PARK,-79.28415759,43.70059402
CABOT COURT CUL-DE-SAC,-79.53132521,43.64739264
CAIRNS AVENUE PARKETTE,-79.31548574,43.6717059
CALEDONIA PARK,-79.46498083,43.71371537
CALEDONIA/ROGERS PARKETTE,-79.4585786,43.68340671
CAMBORNE PARKETTE,-79.49772238,43.73348303
CAMPBELL AVENUE PLAYGROUND,-79.44830452,43.66360232
CANADIAN TIRE PARK,-79.37477527,43.76763271
CANDLEBROOK CRESCENT PARK,-79.3246527,43.80287578
CANMORE PARK,-79.177282,43.79309214
CANOE LANDING,-79.39638833,43.63898755
CANTERBURY PLACE PARK,-79.41675734,43.77208877
CAPRI PARK,-79.5648912,43.6541847
CARIBOU PARK,-79.42086343,43.71917589
CARLAW AVENUE PARKETTE,-79.34698388,43.67930768
CARLAW/BADGEROW PARKETTE,-79.34194052,43.66632103
CARLTON PARK,-79.45548087,43.66657083
CARSBROOKE PARK,-79.57674308,43.64718103
CARSCADDEN GREENBELT,-79.44358744,43.76505565
CARSTOWE ROAD LANDS,-79.37852624,43.68616343
CARTWRIGHT SCHOOL PARK,-79.46363489,43.72134818
CASA LOMA PARKETTE,-79.41077445,43.67897787
CASHMAN PARK,-79.49327571,43.65574692
CASHMAN PARK ISLAND,-79.49305405,43.6555162
CASIMIR/DUNDAS PARKETTE,-79.40408066,43.65198589
CASSANDRA GREENBELT,-79.33106977,43.74690206
CASSANDRA PARK,-79.31837843,43.75477811
CASSELS AVENUE PLAYGROUND,-79.3068977,43.68007801
CASTLEFIELD PARKETTE,-79.42423274,43.70652625
CASWELL PARK,-79.40239531,43.79631695
CATARAQUI PARK,-79.27978058,43.70120244
CATHEDRAL BLUFFS PARK,-79.22805924,43.71722647
CAVERLEY BOULEVARD NORTH,-79.5656235,43.67941964
CAVERLEY BOULEVARD SOUTH,-79.5655151,43.67920644
CAWTHRA PLAYGROUND,-79.41396772,43.67602082
CAWTHRA SQUARE PARK,-79.38051826,43.66668561
CAYUGA PARK,-79.48066572,43.67857328
CEDAR BROOK PARK,-79.22751702,43.75380131
CEDAR RIDGE PARK,-79.20756472,43.75756934
CEDARGROVE PARK,-79.2306324,43.74901417
CEDARVALE PARK,-79.42929207,43.69202613
CEDARVALE RAVINE LANDS,-79.41790572,43.68887062
CENTENNIAL CREEK,-79.15057055,43.782529
CENTENNIAL PARK (ETOBICOKE),-79.59294389,43.65170592
CENTENNIAL PARK (SCARBOROUGH),-79.14843251,43.78568705
CENTRE PARK,-79.41686804,43.79139064
CHALKFARM PARK,-79.51542329,43.72516661
CHAMPLAIN PARKETTE,-79.44427231,43.732145
CHANDOS PARK NORTH,-79.44252833,43.67109447
CHANDOS PARK SOUTH,-79.44100186,43.67071953
CHAPLIN PARKETTE,-79.41765853,43.70305347
CHAPMAN VALLEY PARK,-79.51887697,43.69015702
CHARLES BRERETON PARK,-79.43835574,43.68506606
CHARLES CACCIA PARK,-79.4540408,43.68834532
CHARLES G. WILLIAMS PARK,-79.44322202,43.6473108
CHARLES SAURIOL CONSERVATION AREA,-79.32222551,43.72502029
CHARLES SAURIOL GREEN,-79.35705874,43.68563912
CHARLOTTE MAHER PARK,-79.38087531,43.71196212
CHARLOTTETOWN PARK,-79.14024098,43.78167589
CHARLTON PARK,-79.43831108,43.78004966
CHARTLAND PARK,-79.28017956,43.79892978
CHARTWELL PARK,-79.26177571,43.80540866
CHATER COURT PARKETTE,-79.43610755,43.7141588
CHATSWORTH RAVINE,-79.40667891,43.72068268
CHELSEA AVENUE PLAYGROUND,-79.45575072,43.65738386
CHELTENHAM PARK,-79.38518386,43.72667887
CHERRY BEACH SPORTS FIELDS,-79.34128882,43.64095061
CHESTER LE PARK,-79.33134202,43.7997589
CHESTNUT HILLS ISLAND,-79.52598848,43.65376473
CHESTNUT HILLS PARK,-79.52751734,43.65554365
CHIPPING GREENBELT,-79.34096027,43.7437191
CHORLEY PARK,-79.36978918,43.68635073
CHRISTIE PITS,-79.42079685,43.66467841
CHURCHILL HEIGHTS PARK,-79.2247745,43.77148789
CINDY NICHOLAS DRIVE WOODLOT,-79.20062453,43.79263029
CITY HALL - NATHAN PHILLIPS SQUARE,-79.38391957,43.65283433
CLAIREVILLE CONSERVATION AREA,-79.63146851,43.74012803
CLAIRLEA PARK,-79.28768113,43.71430526
CLANTON PARK,-79.43809624,43.74572445
CLARENCE SQUARE,-79.39366396,43.64416247
CLARINDA PARK,-79.36920567,43.77452901
CLARKE BEACH PARK,-79.34005562,43.64023945
CLEMENT ROAD PARKETTE,-79.55798528,43.67997543
CLIFF LUMSDON PARK,-79.50147365,43.59517774
CLIFFSIDE RAVINE,-79.24802677,43.70387656
CLIFFWOOD PARK,-79.35509263,43.80842471
CLOCKWORK PARK,-79.49198512,43.62596537
CLOSE AVENUE PARKETTE,-79.43498829,43.63709942
CLOSE SPRINGHURST PARKETTE,-79.43424702,43.63525112
CLOUD GARDENS,-79.37971974,43.6511929
CLOVERCREST PARKETTE,-79.36221828,43.7742362
CLOVERDALE PARK,-79.54455564,43.63385703
CLYDESDALE PARK,-79.32942805,43.7832317
CN LEASIDE SPUR PARK,-79.35158311,43.73620808
COBBLE HILLS PARKETTE,-79.52297123,43.67284727
COE HILL DRIVE PARKETTE,-79.47415097,43.64126173
COLEMAN PARK,-79.2998165,43.68940779
COLLEGE PARK,-79.3836804,43.65965921
COLLINGSBROOK PARKETTE,-79.3177381,43.79149925
COLLINGWOOD PARK,-79.28389957,43.78264296
COLONEL DANFORTH PARK,-79.16875496,43.77841469
COLONEL SAMUEL SMITH PARK,-79.51358704,43.59329454
COLONIAL PARK,-79.23253887,43.73849522
COLONY PARK,-79.59811194,43.74691442
COLUMBUS PARKETTE,-79.44603607,43.65096722
COMMANDER PARK,-79.26760006,43.79515687
CONACHER PARK,-79.39809823,43.79550018
CONFEDERATION PARK,-79.23615028,43.77392817
CONLANDS PARKETTE,-79.45252838,43.71748621
CONLINS PARK,-79.182917,43.78769339
CONNAUGHT CIRCLE,-79.42499811,43.68917511
CONNORVALE PARK,-79.52879382,43.60984588
COPPERFIELD RD BOULEVARD,-79.16890436,43.76012809
CORNELL PARK,-79.21863679,43.7587417
CORONATION PARK (ETOBICOKE),-79.49963207,43.61626731
CORONATION PARK (TORONTO),-79.40542322,43.63426002
CORONATION PARK (YORK),-79.47977532,43.69100005
CORTLEIGH PARKETTE,-79.42581462,43.70956257
CORVETTE PARK,-79.25979427,43.72718694
COSBURN PARK,-79.33028184,43.69295572
COTSWOLD PARK,-79.39784929,43.7580229
COULTER AVENUE PARKETTE,-79.52678676,43.70480093
COURTHOUSE SQUARE,-79.37546701,43.65047587
COXWELL AVENUE PARKETTE,-79.32155093,43.67736496
COXWELL PARKETTE,-79.32072976,43.67790225
COXWELL RAVINE PARK,-79.33391525,43.69900713
CRAIGLEIGH GARDENS,-79.37180411,43.67788689
CRAIGTON COURT,-79.30129373,43.7280297
CRANE AVENUE CUL-DE-SAC,-79.5234714,43.69309129
CRAWFORD - JONES MEMORIAL PARK,-79.53843538,43.70971907
CREEKSIDE PARK,-79.39648601,43.80229489
CRESCENTWOOD PARK,-79.2661703,43.6855606
CRESTHAVEN PARK,-79.36326281,43.79899675
CROCUS PARK,-79.30668183,43.76853074
CRONIN PARK,-79.55660258,43.64601299
CRUICKSHANK PARK,-79.52626287,43.70219779
CUDIA PARK,-79.22204101,43.72177849
CUDWORTH PLACE CUL-DE-SAC,-79.52342763,43.65811025
CULLEN BRYANT PARK,-79.32818624,43.70049311
CUMMER PARK,-79.37181038,43.79964352
CUMMER PARKETTE,-79.37164236,43.80141485
CURRAN HALL RAVINE PARK,-79.21193424,43.76648581
CURTIN PARK,-79.56079048,43.7310143
CY TOWNSEND PARK,-79.43528125,43.68940809
CYNTHIA/FRIMETTE PARKETTE,-79.50399016,43.67910419
DALESFORD PARKETTE,-79.49098364,43.62650062
DALLINGTON PARK,-79.3576339,43.77401188
DALRYMPLE PARK,-79.49184047,43.67900718
DAN IANNUZZI PARK,-79.50637496,43.76666282
DANE PARKETTE,-79.45394025,43.71616592
DANFORTH AVENUE PARKETTE,-79.32413242,43.68292875
DANFORTH GARDENS PARK,-79.2697945,43.70873139
DANFORTH/BIRCHMOUNT PARKETTE,-79.2669251,43.69552133
DAVENTRY GARDEN,-79.23386647,43.76853197
DAVID A. BALFOUR PARK,-79.38664429,43.68563681
DAVID APPLETON COMMUNITY CENTRE,-79.48891809,43.67016784
DAVID CROMBIE PARK,-79.36734224,43.64877708
DAVID DUNCAN HOUSE,-79.34863987,43.75724234
DAVID PECAUT SQUARE,-79.38737927,43.64640149
DE GRASSI STREET PARKETTE,-79.34680154,43.6630726
DE LISLE/ST CLAIR PARKETTE,-79.3955057,43.6886117
DEAN PARK,-79.17084768,43.80123824
DEAN PARK WALKWAY,-79.17404323,43.8040053
DEANVAR PARKETTE,-79.30826442,43.74730442
DEBELL LANE PARKETTE,-79.39717943,43.80019031
DEEKSHILL PARK,-79.18177274,43.7664436
DELAHAYE PARKETTE,-79.44059569,43.73322215
DELL PARK,-79.43391529,43.71710534
DELMA PARK,-79.5518715,43.60307601
DELO PARK,-79.46390439,43.7098692
DEMPSEY PARK,-79.41775516,43.7700491
DENFIELD PARK,-79.55268384,43.67955268
DENISON PARK,-79.51175502,43.6939875
DENNIS FLYNN PARK,-79.56609063,43.64071913
DENNIS R. TIMBRELL RESOURCE CENTRE,-79.33198067,43.71739623
DENSGROVE PARK,-79.22190942,43.7657332
DENTONIA PARK,-79.29290493,43.69368835
DERRYDOWNS PARK,-79.50732209,43.75431121
DIANA PARK,-79.48910687,43.74132745
DIEPPE PARK,-79.33546231,43.69162073
DIXINGTON PARKETTE,-79.54095541,43.69694898
DIXON PARK,-79.5551779,43.69612471
DON LAKE PARKETTE,-79.44592877,43.78102228
DON MILLS CIVITAN ARENA,-79.34371399,43.73305275
DON MONTGOMERY PARK,-79.26126724,43.73251982
DON RUSSELL MEMORIAL PARK,-79.52131021,43.60147593
DON VALLEY BRICK WORKS,-79.36585048,43.68670078
DON VALLEY GOLF COURSE,-79.42263691,43.74783125
DONALDA PARK,-79.28383247,43.79037243
DONMOUNT PARK,-79.46669665,43.62931661
DONNYBROOK PARK,-79.52070371,43.6531634
DONORA PARK,-79.29582166,43.69990485
DONWOOD PARK,-79.26442744,43.75692415
DORIS/NORTON PARKETTE,-79.41247862,43.77285088
DORSET PARK,-79.28433579,43.76151381
DOUGLAS FORD PARK,-79.52969339,43.69275128
DOUGLAS GREENBELT,-79.41441474,43.72368536
DOUGLAS PARK,-79.53699202,43.61202483
DOVERCOURT PARK,-79.43353796,43.66522363
DOWNSVIEW ARENA,-79.51257678,43.71908091
DOWNSVIEW DELLS PARK,-79.49828969,43.73660469
DOWNSVIEW MEMORIAL PARKETTE,-79.48139649,43.72716638
DRAGONFLY CRESCENT DRAINAGE,-79.22326195,43.82373642
DRIFTWOOD PARK,-79.51081585,43.76261067
DRIFTWOOD PARKETTE,-79.51372073,43.76802299
DRUMOAK ROAD PARKETTE,-79.52887558,43.66083686
DUBRAY PARKETTE,-79.47821212,43.72976333
DUFFERIN - KING PARK,-79.42753105,43.63813373
DUFFERIN GROVE PARK,-79.43249145,43.65630675
DUNCAIRN PARK,-79.35012912,43.74087576
DUNCAN C. LITTLE PARKETTE,-79.32030195,43.70426771
DUNCAN CREEK PARK,-79.36264654,43.80499996
DUNCAN MILL GREENBELT,-79.34855804,43.76031935
DUNCANWOODS GREENBELT,-79.55668263,43.75025533
DUNDAS PARKETTE,-79.34801157,43.66342071
DUNDAS/ST CLARENS PARKETTE,-79.43876148,43.64980318
DUNDAS/WATKINSON PARKETTE,-79.46061496,43.665301
DUNLACE PARK,-79.36850035,43.76276378
DUNLOP PARK,-79.26730021,43.71262229
DUNN AVENUE PARKETTE,-79.43347496,43.63950258
DUNSTABLE PLACE CUL-DE-SAC,-79.54837948,43.68855235
DUNVEGAN PARKETTE,-79.40907008,43.6960397
DUPLEX PARKETTE,-79.40312257,43.72133745
DUPONT PARKETTE EAST,-79.39726067,43.67734695
E.T. SETON PARK,-79.3384187,43.71006895
EARL BALES PARK,-79.43112634,43.75265745
EARLSCOURT PARK,-79.45150703,43.673632
EAST DON PARKLAND,-79.37516386,43.78719906
EAST LYNN PARK,-79.31537421,43.68421557
EAST MALL PARK,-79.55731506,43.64241676
EAST OF BAY - NORTH,-79.38577702,43.66402946
EAST OF BAY - SOUTH,-79.38576449,43.66313375
EAST POINT PARK,-79.15708341,43.76068176
EAST TORONTO ATHLETIC FIELD,-79.29915369,43.68530541
EAST YORK COMMUNITY CENTRE,-79.34932999,43.69191676
EAST YORK CURLING CLUB,-79.3132448,43.69662195
EASTDALE PARKETTE,-79.30168142,43.69531329
EASTDALE PLAYGROUND,-79.3488287,43.66380639
EASTVIEW PARK,-79.1900212,43.76029597
ECHO VALLEY PARK,-79.54347573,43.65244157
ECOLOGY PARK,-79.40325648,43.66755925
ED & ANNE MIRVISH PARKETTE,-79.41152032,43.66658706
EDEN VALLEY PARK,-79.53433,43.67883139
EDENBROOK HILL CUL-DE-SAC,-79.52703766,43.67531063
EDENBROOK PARK,-79.52477046,43.675615
EDGE PARK,-79.29819902,43.71749142
EDGELEY PARK,-79.51681,43.76532529
EDGEWOOD PARK,-79.26699271,43.767637
EDINBOROUGH PARK,-79.49996077,43.67341256
EDITHVALE PARK,-79.42526281,43.77632183
EDWARDS GARDENS,-79.35992408,43.73303853
EGLINTON FLATS,-79.49939272,43.68496987
EGLINTON GILBERT PARKETTE,-79.46372275,43.69217568
EGLINTON PARK,-79.40533209,43.70746395
EGLINTON RAVINE,-79.2718396,43.72956971
EIGHTH STREET PARK,-79.50793883,43.60255064
ELIZABETH SIMCOE PARK,-79.20475171,43.73945144
ELKHORN PARKETTE,-79.37937894,43.77134085
ELLERSLIE PARK,-79.43960643,43.76522321
ELLESMERE PARK,-79.29873991,43.76049643
ELLESMERE RAVINE,-79.20066086,43.78643286
ELLISON PARK,-79.44224386,43.74884739
ELM PARK (NORTH YORK),-79.52522493,43.76989501
ELM PARK (YORK),-79.51626887,43.70634134
ELMBROOK PARK,-79.58444048,43.66052253
ELMCREST PARK,-79.58230651,43.64551237
ELMIRA ROAD ALLOWANCE,-79.39107162,43.78204402
EMPRESS PARKETTE,-79.39022961,43.77397012
EMPRESS TOT LOT,-79.39679515,43.77313015
ENFIELD PARK,-79.54767483,43.59170536
ERINGATE PARK,-79.5809032,43.6626357
ERWIN KRICKHAHN PARK,-79.44617354,43.65934486
ESTHER LORRIE PARK,-79.57941754,43.72796553
ESTHER SHINER STADIUM,-79.44661677,43.77562653
ETIENNE BRULE PARK,-79.4980328,43.65605189
ETOBICOKE CIVIC CENTRE,-79.56505585,43.64364099
ETOBICOKE VALLEY PARK,-79.55318913,43.59819764
EUCLID AVENUE PARKETTE,-79.41466576,43.66495278
EVERGREEN PARK,-79.37255224,43.69609134
EVESHAM COURT CUL-DE-SAC,-79.53956599,43.67748276
EXBURY PARK,-79.50420216,43.73044574
FAIRBANK MEMORIAL PARK,-79.44775072,43.69185342
FAIRCHILD PARKETTE,-79.42092416,43.78536906
FAIRFIELD PARK,-79.51960692,43.6388892
FAIRFORD AVENUE PARKETTE,-79.32062742,43.6752592
FAIRGLEN PARK,-79.32623772,43.78789961
FAIRHAVEN PARK,-79.54615064,43.7025645
FAIRMEADOW PARKETTE,-79.39802225,43.75583117
FAIRMOUNT PARK,-79.31572786,43.67590144
FALSTAFF PARK,-79.50342821,43.71674654
FANFARE PARK,-79.13954938,43.79185732
FARLINGER RAVINE,-79.26784371,43.72618103
FARMCREST PARKETTE,-79.32056128,43.77087444
FARQUHARSON PARK,-79.26363564,43.78532161
FATHER CAULFIELD PARK,-79.37261277,43.70671691
FELSTEAD AVENUE PLAYGROUND,-79.32944643,43.67938174
FENNIMORE PARK,-79.52230064,43.74565593
FENSIDE PARK,-79.32722555,43.76490488
FERGY BROWN PARK,-79.49727689,43.68668549
FERRAND DRIVE PARK,-79.33282347,43.71989908
